"","logFC"
"BEND6",-0.29463237
"BEND7",-0.52833472
"BET1",0.01197569
"BET1L",-0.00844942
"BEX1",-1.30554172
"BEX4",-0.08524336
"BFAR",-0.01788821
"BFSP1",-0.36880914
"BGN",1.02663499
"BHLHB9",-0.15870785
"BHLHE40",0.86479748
"BHLHE41",5.20631288
"BHMT2",0.24752828
"BICD1",0.42395747
"BICD2",0.017775
"BID",0.20769305
"BIN1",-0.50439144
"BIN3",-0.28727052
"BIRC2",-0.14580385
"BIRC3",0.33908131
"BIRC5",0.07327688
"BIRC6",0.25150759
"BIVM-ERCC5",-0.32280693
"BIVM",-0.45139748
"BLCAP",-0.38762244
"BLID",0.18894573
"BLM",-0.22209011
"BLMH",-0.26975942
"BLOC1S1-RDH5",0.23288941
"BLOC1S1",0.08057226
"BLOC1S2",-0.23545097
"BLOC1S3",-0.81962099
"BLOC1S4",0.20530439
"BLOC1S5-TXNDC5",0.21298966
"BLOC1S5",-0.5122574
"BLOC1S6",0.5871536
"BLVRA",-0.48453237
"BLVRB",-0.15529595
"BLZF1",-0.08926803
"BMI1",-0.1782901
"BMP1",0.40809611
"BMP2",-0.98215275
"BMP2K",-0.42613472
"BMP4",-0.20556024
"BMP6",-0.3205023
"BMP8A",2.45651535
"BMPR1B",-0.42898747
"BMPR2",0.36371559
"BMS1",-0.10493124
"BMS1P20",-0.27481091
"BMS1P4",0.43570751
"BMS1P5",0.83496803
"BMS1P6",0.36821319
"BMX",-0.30852368
"BNC1",-0.22512639
"BNC2",-0.07377071
"BNIP1",-0.09106741
"BNIP2",-0.10184457
"BNIP3",2.87762893
"BNIP3L",2.47678088
"BOD1",-0.17907631
"BOD1L1",0.26316154
"BOK",0.83851508
"BOLA1",0.44151139
"BOLA2",0.05416478
"BOLA2B",0.05416478
"BOLA3-AS1",-0.47902573
"BOLA3",0.34104123
"BOP1",-0.46662772
"BORA",0.34922783
"BPGM",-0.63419794
"BPHL",0.46076679
"BPNT1",0.16482739
"BPTF",0.21668392
"BRAF",0.06893614
"BRAP",0.07474134
"BRAT1",0.37284383
"BRCA1",-0.26149989
"BRCA2",0.3548701
"BRCC3",0.6865539
"BRD1",0.23346963
"BRD2",0.18059214
"BRD3",-0.42813905
"BRD4",0.30923942
"BRD7",-0.21956253
"BRD8",-0.05724571
"BRD9",-0.0652977
"BRE",0.20536213
"BRF1",0.09834268
"BRF2",0.25609776
"BRI3",-0.15963332
"BRI3BP",-0.18595161
"BRICD5",1.31588754
"BRIP1",0.35753464
"BRIX1",-0.69882626
"BRK1",0.6951116
"BRMS1",-0.20355302
"BRMS1L",-0.05783428
"BROX",0.11222357
"BRPF1",-0.26927288
"BRPF3",0.10438106
"BRWD1",0.14530551
"BRWD3",0.35813458
"BSCL2",0.02732727
"BSDC1",-0.05909663
"BSG",0.42985241
"BST1",0.23322555
"BST2",0.00228599
"BTAF1",0.80778065
"BTBD1",0.3053675
"BTBD10",-0.1833287
"BTBD11",1.13013919
"BTBD19",-0.0079444
"BTBD2",0.5505549
"BTBD3",-0.33799921
"BTBD6",0.78933497
"BTBD7",-0.22044283
"BTBD9",0.61361309
"BTD",0.42808402
"BTF3",-0.01405082
"BTF3L4",-0.2805806
"BTG1",0.65326896
"BTG2",-0.10278173
"BTG3",0.13827036
"BTN2A1",0.29319479
"BTN2A2",-0.03623414
"BTN2A3P",-0.10591541
"BTN3A1",0.09803398
"BTN3A2",0.19884946
"BTN3A3",0.22236007
"BTRC",-0.10497977
"BUB1",0.05427339
"BUB1B",-0.19802404
"BUB3",-0.21066792
"BUD13",-0.01306087
"BUD31",0.03506129
"BVES",-0.11803275
"BYSL",-0.57770914
"BZW1",0.12925717
"BZW2",-0.43879143
"C10orf10",1.91946135
"C10orf11",0.3610325
"C10orf12",0.40171572
"C10orf2",-0.68931977
"C10orf25",0.75872818
"C10orf32-ASMT",0.28618063
"C10orf32",-0.18988715
"C10orf54",0.33137722
"C10orf76",0.21973423
"C10orf88",0.1903896
"C11orf1",0.64760062
"C11orf24",0.91340701
"C11orf30",0.55573374
"C11orf31",0.02086684
"C11orf48",-0.44029013
"C11orf49",0.13033674
"C11orf54",0.01191325
"C11orf57",-0.17368354
"C11orf58",-0.06611021
"C11orf63",0.19253114
"C11orf68",0.11378813
"C11orf71",0.4264999
"C11orf73",-0.12161672
"C11orf74",0.0880766
"C11orf80",-0.48543988
"C11orf84",0.73340616
"C11orf91",0.6856423
"C11orf95",-0.18747771
"C11orf96",0.88251225
"C12orf10",-0.15423403
"C12orf29",-0.28659326
"C12orf4",-0.34865807
"C12orf43",-0.03273556
"C12orf45",-0.663758
"C12orf49",-0.26787494
"C12orf5",0.12764585
"C12orf57",0.19463924
"C12orf65",-0.55721762
"C12orf66",-0.45195765
"C12orf73",-0.27546862
"C12orf75",0.02928087
"C12orf76",0.17556917
"C14orf1",-0.24157391
"C14orf119",-0.1837619
"C14orf132",0.508769
"C14orf142",-0.47887709
"C14orf159",-0.32836198
"C14orf166",-0.22052963
"C14orf169",-0.50886198
"C14orf2",-0.08180009
"C14orf28",0.16372949
"C14orf37",2.09283196
"C14orf79",-0.30982156
"C14orf80",-0.22624937
"C14orf93",0.37569153
"C15orf37",-0.31746445
"C15orf38-AP3S2",0.06845615
"C15orf39",0.03606119
"C15orf40",-0.34027765
"C15orf41",-0.33075069
"C15orf52",-0.68710276
"C15orf54",-0.64576703
"C15orf57",-0.32829787
"C15orf61",0.06736203
"C16orf13",1.25744781
"C16orf45",0.15871954
"C16orf52",-0.45683211
"C16orf58",0.01391386
"C16orf59",-0.10484698
"C16orf62",0.20198585
"C16orf70",0.06883682
"C16orf72",0.23258885
"C16orf74",-0.11866528
"C16orf87",-0.18840045
"C16orf91",0.09838918
"C16orf95",0.01260406
"C17orf49",0.3262586
"C17orf51",-0.53066938
"C17orf53",0.16518586
"C17orf58",0.73675312
"C17orf59",-0.2594391
"C17orf62",0.46122133
"C17orf67",-0.56616608
"C17orf70",0.2043648
"C17orf75",0.05468679
"C17orf80",-0.23784086
"C17orf85",0.14271983
"C17orf89",-0.32915834
"C17orf96",1.65917865
"C18orf21",-0.39008052
"C18orf25",0.41786918
"C18orf32",0.0536042
"C18orf54",-0.03485662
"C18orf8",-0.21584871
"C19orf10",0.17172982
"C19orf12",-0.15494869
"C19orf24",0.08661202
"C19orf25",-0.11628148
"C19orf26",0.19080201
"C19orf33",0.88677017
"C19orf40",0.54432246
"C19orf43",0.03499957
"C19orf44",-0.37641507
"C19orf47",-0.15242702
"C19orf48",-0.32972325
"C19orf52",0.01456625
"C19orf53",-0.14747263
"C19orf60",0.31100806
"C19orf66",0.45298708
"C19orf68",0.29482239
"C19orf70",0.2759627
"C1D",-0.40174495
"C1GALT1",0.31803275
"C1GALT1C1",-0.08993537
"C1orf109",-0.73257754
"C1orf110",0.06002814
"C1orf112",-0.67903978
"C1orf115",0.00134811
"C1orf122",-0.18893101
"C1orf123",0.32117407
"C1orf131",-0.33393806
"C1orf159",-0.12990422
"C1orf174",-0.14873737
"C1orf198",-0.43934053
"C1orf21",0.84747552
"C1orf213",0.50173921
"C1orf216",-0.83410603
"C1orf226",-0.09775978
"C1orf233",2.29122015
"C1orf27",-0.20603529
"C1orf35",-0.18414829
"C1orf43",-0.1646136
"C1orf50",0.47514292
"C1orf52",0.46429471
"C1orf53",0.57999747
"C1orf54",-0.5601361
"C1orf56",-0.2509834
"C1orf74",-0.0203022
"C1orf85",0.04115391
"C1orf86",0.20500782
"C1QBP",-0.40025545
"C1QTNF3-AMACR",-0.21259175
"C1QTNF5",-0.95828671
"C1QTNF6",-0.54462319
"C1R",2.11587796
"C1RL",0.36140047
"C20orf194",0.39170757
"C20orf196",0.14957667
"C20orf24",-0.51186439
"C20orf27",-0.8369379
"C20orf96",1.24906943
"C21orf119",-0.4601474
"C21orf2",0.89626168
"C21orf33",0.16990223
"C21orf58",0.23382937
"C21orf59",-0.76990825
"C21orf91",-0.73624196
"C22orf29",0.07030647
"C22orf34",0.75614359
"C22orf39",-0.13968952
"C22orf46",-0.61579932
"C2CD2",-0.15210866
"C2CD2L",-0.5381042
"C2CD3",0.21166424
"C2CD5",0.12277994
"C2orf16",1.02137545
"C2orf27A",0.3050157
"C2orf42",0.06797921
"C2orf43",-0.37762448
"C2orf44",-0.08669173
"C2orf47",-0.07320611
"C2orf49",0.27437492
"C2orf68",0.27805356
"C2orf69",-0.15320434
"C2orf72",10.43994078
"C2orf74",-0.20159705
"C2orf76",0.03390952
"C2orf81",0.61761821
"C3orf14",-0.16999358
"C3orf17",-0.10563701
"C3orf18",1.99821624
"C3orf33",-0.2827415
"C3orf38",0.02883685
"C3orf52",-0.39319961
"C3orf55",0.50155129
"C3orf58",1.04590201
"C3orf62",0.51646646
"C3orf67",1.51108403
"C3orf70",0.92785238
"C4A",1.08916237
"C4B_2",1.1045821
"C4B",1.1045821
"C4orf27",-0.27995367
"C4orf29",0.14346585
"C4orf3",2.45100987
"C4orf32",-0.49767109
"C4orf33",-0.41290294
"C4orf46",-0.62203923
"C4orf47",5.79470661
"C4orf48",-0.19990832
"C5",0.54250578
"C5orf15",0.31451973
"C5orf22",-0.57438751
"C5orf24",-0.02798722
"C5orf28",-0.43987662
"C5orf30",-0.00214005
"C5orf34",-0.27579846
"C5orf42",0.16860098
"C5orf45",0.03626407
"C5orf51",-0.10334533
"C5orf56",-0.20853186
"C5orf63",0.00588234
"C6orf1",-0.36490556
"C6orf106",-0.00512697
"C6orf120",-0.12041901
"C6orf132",0.42574981
"C6orf136",-0.52346022
"C6orf203",-0.51107136
"C6orf211",-0.1243642
"C6orf47",-0.28077704
"C6orf48",0.22463304
"C6orf57",-0.21317567
"C6orf62",-0.01017196
"C6orf89",0.00262268
"C7orf13",0.0826769
"C7orf25",-0.15384339
"C7orf26",-0.16810591
"C7orf43",-0.09748437
"C7orf49",-0.21041577
"C7orf50",0.18008056
"C7orf55-LUC7L2",-0.27205262
"C7orf55",-0.01385574
"C7orf60",1.59953927
"C7orf61",2.94237793
"C7orf73",0.2861103
"C8orf33",-0.30312426
"C8orf37",0.07417516
"C8orf4",-1.63774211
"C8orf44-SGK3",-0.43733746
"C8orf44",0.65940939
"C8orf48",0.05308202
"C8orf58",0.82531113
"C8orf59",0.00222022
"C8orf76",-0.0868382
"C8orf82",0.12950764
"C8orf88",-0.15113227
"C9orf114",-0.30977267
"C9orf129",0.52242792
"C9orf142",-0.06944925
"C9orf156",0.01706429
"C9orf16",0.58302358
"C9orf3",-0.05004908
"C9orf40",-0.52759978
"C9orf41",-0.08587755
"C9orf47",-0.47423287
"C9orf64",0.35522914
"C9orf69",0.2540834
"C9orf72",-0.32878037
"C9orf78",-0.09348739
"C9orf85",-0.29791161
"C9orf89",-0.11586387
"C9orf91",0.4278316
"CA12",2.00043674
"CA13",-0.02860448
"CA5B",0.89517107
"CA5BP1",0.31037444
"CA8",-0.2394017
"CA9",5.54248001
"CAAP1",0.41348834
"CAB39",-0.29369306
"CAB39L",-0.07750833
"CABIN1",1.12396391
"CABLES1",-0.87078595
"CABLES2",0.20632685
"CABP1",5.5096206
"CABP4",1.01568445
"CABYR",-0.36979619
"CACFD1",0.56005056
"CACHD1",-1.06575985
"CACNA2D1",-0.11780001
"CACNB1",-0.42971295
"CACNB3",0.69846516
"CACNB4",5.18109107
"CACNG6",-0.2755065
"CACNG8",-0.15079195
"CACTIN",0.14533029
"CACUL1",-0.11777011
"CACYBP",0.1175405
"CAD",-0.576037
"CADM1",0.57327979
"CADM3",-0.50158594
"CADM4",0.16746186
"CADPS2",-0.27069199
"CALCOCO1",0.27016381
"CALCOCO2",0.06110058
"CALCRL",0.08208372
"CALD1",0.05813655
"CALHM2",-0.50354389
"CALM1",0.02445282
"CALM2",-0.14773601
"CALM3",-0.00136737
"CALML4",0.36393089
"CALR",0.31741723
"CALU",0.39458295
"CAMK1",-0.0776854
"CAMK1D",2.65837326
"CAMK2D",-0.30847081
"CAMK2G",-0.16386416
"CAMK2N1",-1.06059624
"CAMKK1",-0.09607426
"CAMKK2",-0.26667613
"CAMKMT",-0.50386749
"CAMLG",-0.07667978
"CAMSAP1",-0.1903799
"CAMSAP2",-0.19849969
"CAMTA1",0.02058172
"CAMTA2",0.28950543
"CAND1",-0.08554192
"CAND2",-0.40824631
"CANT1",0.08166574
"CANX",0.22350457
"CAP1",-0.08282229
"CAP2",1.24922767
"CAPG",0.40002435
"CAPN1",0.04847407
"CAPN10-AS1",0.12022324
"CAPN10",-0.17172022
"CAPN15",-0.07365648
"CAPN2",0.02817501
"CAPN5",-0.23377736
"CAPN7",0.15113285
"CAPNS1",0.21569027
"CAPRIN1",-0.21188527
"CAPRIN2",-0.23437787
"CAPZA1",-0.11617984
"CAPZA2",0.05605148
"CAPZB",0.08407557
"CARD10",0.33618853
"CARD11",-0.0199462
"CARD16",-0.14088167
"CARD6",-0.48548845
"CARD8",-0.04833321
"CARF",0.36444253
"CARHSP1",1.2020216
"CARKD",0.0316285
"CARM1",-0.19800773
"CARS",-0.23665696
"CARS2",0.10653587
"CASC10",-0.32694521
"CASC15",0.65201982
"CASC18",0.78786617
"CASC3",0.38676894
"CASC4",0.08973943
"CASC5",0.06755082
"CASD1",0.52101032
"CASK",0.33060078
"CASKIN1",6.67209403
"CASKIN2",-0.31808521
"CASP1",-0.21578039
"CASP10",-0.41856478
"CASP2",-0.22409486
"CASP3",-0.49769289
"CASP4",-0.11090035
"CASP6",-0.69729039
"CASP7",0.45174249
"CASP8",0.12628476
"CASP8AP2",-0.00562424
"CASP9",0.51409463
"CAST",0.59925784
"CASZ1",-0.65935843
"CAT",-0.21226852
"CAV1",0.54961552
"CAV2",0.11995309
"CBFA2T2",0.08210418
"CBFB",-0.189297
"CBL",0.11919315
"CBLB",-0.3198924
"CBLL1",-0.15816233
"CBR1",0.68936315
"CBR3",0.04344547
"CBR4",-0.51143829
"CBS",-0.91815735
"CBWD1",0.84626138
"CBWD2",0.98726171
"CBWD3",0.84626312
"CBWD5",0.5161104
"CBWD6",0.6122866
"CBX1",-0.07070495
"CBX2",0.53712944
"CBX3",-0.17821296
"CBX4",-0.22242644
"CBX5",0.08181125
"CBX6",-0.61693872
"CBX7",-0.41769316
"CBX8",0.73755493
"CBY1",-0.09325882
"CC2D1A",0.05812055
"CC2D1B",0.2347125
"CC2D2A",-0.78516219
"CCAR1",-0.05988549
"CCAR2",-0.31449032
"CCBE1",0.31544841
"CCBL1",-0.15015542
"CCBL2",-0.02058954
"CCDC101",-0.47568681
"CCDC102A",0.45718938
"CCDC106",0.22253346
"CCDC107",0.43547359
"CCDC109B",0.23525295
"CCDC110",0.2219548
"CCDC112",-0.67717262
"CCDC113",0.526151
"CCDC115",0.51490603
"CCDC117",0.13975316
"CCDC12",-0.12379861
"CCDC122",-1.00257671
"CCDC124",-0.01566834
"CCDC125",0.16271574
"CCDC126",0.19943765
"CCDC127",-0.22116925
"CCDC130",0.6607798
"CCDC132",-0.05959876
"CCDC134",-0.49387839
"CCDC137",-0.63568794
"CCDC138",-0.21919624
"CCDC14",-0.01276185
"CCDC142",0.32696033
"CCDC144A",0.63400078
"CCDC144B",0.38892715
"CCDC144CP",0.48613263
"CCDC146",1.340718
"CCDC149",-0.02819335
"CCDC15",0.52701707
"CCDC150",-0.23818793
"CCDC152",0.44034723
"CCDC159",-0.1788501
"CCDC167",0.10415516
"CCDC169-SOHLH2",-0.24414083
"CCDC169",-0.26577753
"CCDC174",0.04954414
"CCDC176",0.17752798
"CCDC18",0.21943585
"CCDC180",0.01016583
"CCDC186",0.03878835
"CCDC22",0.7699021
"CCDC23",0.06842244
"CCDC25",-0.03732553
"CCDC28A",0.1357084
"CCDC28B",-0.47183909
"CCDC34",0.75098226
"CCDC36",0.13305181
"CCDC43",-0.15283138
"CCDC47",0.32085784
"CCDC50",-0.21996044
"CCDC51",-0.45477143
"CCDC53",1.22881905
"CCDC57",-0.41124245
"CCDC58",0.63902409
"CCDC59",0.16838841
"CCDC6",-0.26658914
"CCDC61",-0.2339788
"CCDC66",-0.61236388
"CCDC68",-0.05504724
"CCDC69",0.00904594
"CCDC7",0.51418948
"CCDC71",-0.20368903
"CCDC71L",-0.13553393
"CCDC77",0.24699469
"CCDC80",1.01895272
"CCDC81",-0.16083095
"CCDC82",0.34069143
"CCDC84",0.42874142
"CCDC85A",-0.44856886
"CCDC85B",-0.1981632
"CCDC85C",0.3744761
"CCDC86",-0.44712204
"CCDC88A",0.21630896
"CCDC88B",0.25115691
"CCDC88C",-0.38712936
"CCDC9",0.22600578
"CCDC90B",-0.10115557
"CCDC91",0.40290518
"CCDC92",0.37594632
"CCDC93",-0.10182648
"CCDC94",0.18393084
"CCDC97",0.28049766
"CCHCR1",-0.08752085
"CCIN",-0.01066793
"CCL14",-0.64322353
"CCL15-CCL14",-0.65737091
"CCL2",-0.95270407
"CCL20",1.21570043
"CCL28",4.50570998
"CCM2",0.04865624
"CCM2L",0.60059735
"CCNA1",0.31119209
"CCNA2",-0.01607569
"CCNB1",-0.19822267
"CCNB1IP1",-0.48829155
"CCNB2",-0.02199914
"CCNC",-0.18825978
"CCND1",-0.25920982
"CCND2",-0.20401437
"CCND3",-0.34819778
"CCNDBP1",0.41549879
"CCNE1",-0.30003379
"CCNE2",0.00060327
"CCNF",-0.21383611
"CCNG1",0.02344137
"CCNG2",1.29223725
"CCNH",-0.58214131
"CCNI",0.36485449
"CCNJ",-0.47929928
"CCNJL",0.28149119
"CCNK",0.68464656
"CCNL1",0.14490228
"CCNL2",0.13659616
"CCNT1",-0.06708102
"CCNT2",0.09799958
"CCNY",0.49863376
"CCNYL1",-0.1322272
"CCP110",-0.1136723
"CCPG1",0.13737414
"CCRL2",-0.34392877
"CCRN4L",-0.14001232
"CCS",0.35858654
"CCSAP",1.67695844
"CCSER2",-0.03108063
"CCT2",-0.35614916
"CCT3",-0.36606096
"CCT4",-0.09788822
"CCT5",-0.39776106
"CCT6A",-0.40640445
"CCT6P1",0.17236728
"CCT6P3",0.00025253
"CCT7",-0.32849457
"CCT8",-0.23019759
"CCZ1",-0.12256605
"CCZ1B",-0.06119708
"CD109",0.70973141
"CD151",0.23214322
"CD163L1",0.48504636
"CD164",0.10791324
"CD200",-1.550716
"CD27-AS1",0.15434791
"CD274",0.14332215
"CD276",-0.33293497
"CD2AP",-0.18271411
"CD2BP2",-0.30886654
"CD300A",8.32093439
"CD302",-0.06690929
"CD320",0.63951328
"CD34",0.30849513
"CD3EAP",-0.6904957
"CD40",-0.466339
"CD44",0.16873144
"CD46",0.35406327
"CD47",0.11577953
"CD55",0.39189484
"CD58",-0.25070481
"CD59",0.37400593
"CD63",0.17774986
"CD68",0.34146274
"CD81",0.330625
"CD82",0.49052146
"CD9",-0.12565602
"CD93",-0.37362785
"CD97",-0.61418087
"CD99",0.58421586
"CD99L2",0.21962425
"CD99P1",0.19973885
"CDA",0.960419
"CDADC1",-0.14875895
"CDAN1",-0.27492235
"CDC123",-0.49156259
"CDC14A",-0.07034255
"CDC16",0.06562414
"CDC20",-0.31311464
"CDC23",-0.3435831
"CDC25A",-0.60009371
"CDC25B",-0.45473422
"CDC25C",-0.20156954
"CDC26",-0.30511237
"CDC27",-0.21777221
"CDC34",0.0186355
"CDC37",0.0596316
"CDC37L1",-0.4838954
"CDC40",-0.61810955
"CDC42",0.13368589
"CDC42BPA",-0.00170547
"CDC42BPB",0.02944439
"CDC42EP1",-0.53251708
"CDC42EP2",0.16309672
"CDC42EP3",-0.52931376
"CDC42EP4",-0.40325307
"CDC42EP5",-0.26431597
"CDC42SE1",-0.37899213
"CDC42SE2",-0.31132071
"CDC45",-0.05069285
"CDC5L",0.00474377
"CDC6",-0.34738611
"CDC7",-0.4055566
"CDC73",0.20542582
"CDCA2",-0.07839549
"CDCA3",-0.13273233
"CDCA4",-0.00261225
"CDCA5",0.09801564
"CDCA7",-0.55859672
"CDCA7L",0.11126162
"CDCA8",-0.07877754
"CDCP1",1.36127795
"CDH11",-0.38023152
"CDH12",-0.53356987
"CDH13",0.10250426
"CDH2",-0.09615529
"CDH24",0.16593229
"CDH5",0.4250986
"CDIP1",0.91635942
"CDIPT",-0.17136092
"CDK1",-0.05896785
"CDK10",-0.20186694
"CDK11A",0.20699697
"CDK11B",0.13982639
"CDK12",-0.20856674
"CDK13",0.08946424
"CDK14",-0.08127882
"CDK16",0.03808356
"CDK17",0.1610331
"CDK19",1.10326484
"CDK2",0.26293291
"CDK2AP1",0.53654784
"CDK2AP2",0.3597512
"CDK3",1.51296286
"CDK4",-0.2503238
"CDK5",-0.23511951
"CDK5R1",1.12268199
"CDK5RAP1",-0.3929965
"CDK5RAP2",-0.03167067
"CDK5RAP3",0.25634357
"CDK6",-0.09994854
"CDK7",-0.03027976
"CDK8",-0.04507135
"CDK9",-0.15173868
"CDKAL1",0.02555683
"CDKL1",-0.53255423
"CDKL3",1.8382256
"CDKL5",0.29499287
"CDKN1A",-0.27694788
"CDKN1B",0.20870985
"CDKN2AIP",-0.22922595
"CDKN2AIPNL",-0.06403636
"CDKN2B",-0.72348966
"CDKN2C",0.92113797
"CDKN2D",0.99766071
"CDKN3",-0.05469006
"CDON",0.55928686
"CDPF1",-0.23132111
"CDR2",-0.41208204
"CDR2L",-0.29647734
"CDRT4",0.2313058
"CDS2",0.10771055
"CDT1",0.13503007
"CDV3",-0.40057692
"CDYL",-0.19929184
"CDYL2",0.26829218
"CEBPB",-0.32209221
"CEBPD",0.68685195
"CEBPG",-0.4540145
"CEBPZ",-0.47935132
"CEBPZOS",0.51397457
"CECR1",0.68370887
"CECR5",1.54364194
"CELF1",-0.07265416
"CELF2",0.94368813
"CELSR1",0.73521808
"CELSR2",1.05599851
"CELSR3",1.95259646
"CENPA",-0.41547436
"CENPB",-0.39861952
"CENPBD1",0.46386232
"CENPBD1P1",0.10205029
"CENPC",0.17250525
"CENPE",-0.0162574
"CENPF",0.00526949
"CENPH",0.33619427
"CENPI",-0.1184295
"CENPJ",-0.0835058
"CENPK",0.00063125
"CENPL",-0.0781673
"CENPM",0.07540125
"CENPN",-0.52353748
"CENPO",-0.28576721
"CENPP",-0.09998494
"CENPQ",0.18948277
"CENPT",0.27202881
"CENPU",-0.24063819
"CENPV",-0.39207772
"CENPW",-0.39212614
"CEP104",-0.17354818
"CEP112",0.38778891
"CEP120",0.0100004
"CEP128",-0.18871077
"CEP131",-0.14334309
"CEP135",-0.10306816
"CEP152",0.1465949
"CEP162",0.11236125
"CEP164",-0.48369072
"CEP170",-0.11527022
"CEP170B",0.53511018
"CEP170P1",-0.13077154
"CEP192",0.16079654
"CEP250",1.26678176
"CEP290",-0.08392694
"CEP350",0.72231436
"CEP41",-0.40433713
"CEP44",0.11154974
"CEP55",0.15063782
"CEP57",-0.01064526
"CEP57L1",0.03416238
"CEP63",0.015512
"CEP68",-0.28029532
"CEP70",0.11820036
"CEP72",0.00504978
"CEP76",-0.18916014
"CEP78",0.0516597
"CEP83",-0.02437314
"CEP85",-0.40891322
"CEP85L",0.90696969
"CEP89",0.01819892
"CEP95",-0.13206837
"CEP97",-0.51422962
"CEPT1",-0.09618106
"CERCAM",0.65876604
"CERK",-0.12492906
"CERS1",1.22919594
"CERS2",-0.16254839
"CERS4",0.12754977
"CERS5",0.37249544
"CERS6",-0.0929778
"CES2",-0.20693419
"CES4A",0.02106825
"CETN2",0.2682629
"CETN3",-0.2510646
"CETP",0.28523588
"CFAP20",0.02777676
"CFAP36",0.40953271
"CFAP44",1.80142659
"CFAP45",0.16783461
"CFAP57",0.32943889
"CFAP69",-0.9866585
"CFAP97",-0.19722731
"CFB",0.18970609
"CFDP1",0.45729313
"CFH",0.01348525
"CFHR1",0.66273832
"CFI",-0.0485551
"CFL1",0.09309666
"CFL2",-0.07608272
"CFLAR",-0.22273233
"CGGBP1",0.30416369
"CGN",-0.21467152
"CGNL1",0.0011387
"CGREF1",1.29597957
"CGRRF1",-0.03763865
"CHAC1",-0.83152547
"CHAC2",-0.61631412
"CHAF1A",-0.38459229
"CHAF1B",0.1337625
"CHAMP1",-0.00027458
"CHCHD1",-0.15970754
"CHCHD10",-0.74656897
"CHCHD2",0.18179978
"CHCHD3",-0.44757601
"CHCHD4",-0.39628371
"CHCHD5",0.24930998
"CHCHD6",-0.20977005
"CHCHD7",0.01644358
"CHD1",-0.33612065
"CHD1L",0.85358969
"CHD2",0.190437
"CHD3",0.22639244
"CHD4",-0.1592149
"CHD6",0.11864789
"CHD7",-0.1083739
"CHD8",-0.11988773
"CHD9",0.07875214
"CHEK1",-0.33872943
"CHEK2",-0.2848656
"CHERP",0.20009409
"CHFR",0.08159924
"CHIC1",-0.30549094
"CHIC2",0.41923278
"CHID1",0.38129465
"CHKA",-0.64115741
"CHKB-CPT1B",0.18821447
"CHKB",0.17951173
"CHM",0.13732483
"CHML",-0.19560295
"CHMP1A",0.19190566
"CHMP1B",0.2891389
"CHMP2A",0.47330392
"CHMP2B",-0.21540066
"CHMP3",0.29555905
"CHMP4A",0.2254539
"CHMP4B",0.16931631
"CHMP5",0.47577167
"CHMP6",-0.03672229
"CHMP7",-0.42570736
"CHN1",-0.41631362
"CHORDC1",0.02449211
"CHP1",0.0384319
"CHPF2",0.07444373
"CHPT1",0.28103363
"CHRAC1",0.07950776
"CHRNA5",0.03307064
"CHRNB1",0.29008463
"CHRNE",1.28995068
"CHST10",-0.8354516
"CHST11",-0.27664711
"CHST12",0.1844968
"CHST14",0.1070634
"CHST15",-0.6521596
"CHST2",-0.80631251
"CHST3",-0.75431027
"CHST7",-0.60779654
"CHSY1",1.15465383
"CHSY3",-0.72878606
"CHTF18",0.10835216
"CHTF8",0.11272113
"CHTOP",-0.04520049
"CHUK",-0.44552397
"CHURC1-FNTB",0.21100071
"CHURC1",-0.14163904
"CIAO1",0.12698122
"CIAPIN1",-0.41970786
"CIART",2.90747429
"CIB1",-0.15301181
"CIC",0.6708887
"CIDEA",1.26813038
"CIDEB",0.92850176
"CIDECP",0.12144317
"CINP",-0.21547976
"CIPC",-0.34308077
"CIR1",-0.27329472
"CIRBP",0.00627175
"CIRH1A",-0.57194541
"CISD1",-0.19328551
"CISD2",0.03422693
"CISD3",-0.50273014
"CIT",0.27712649
"CITED2",0.13472029
"CITED4",-0.4680333
"CIZ1",-0.18922085
"CKAP2",-0.03869925
"CKAP2L",0.27856576
"CKAP4",-0.2076329
"CKAP5",-0.12127034
"CKB",4.71155496
"CKLF-CMTM1",-0.56846074
"CKLF",-0.52873651
"CKMT2-AS1",-0.31121581
"CKS1B",-0.26786808
"CKS2",-0.30801216
"CLASP1",0.52184993
"CLASP2",-0.12229254
"CLASRP",0.0731162
"CLCC1",0.07227388
"CLCF1",0.14519411
"CLCN2",-0.53614933
"CLCN3",-0.2306994
"CLCN4",0.03726934
"CLCN5",-0.48031616
"CLCN6",-0.23891028
"CLCN7",-0.07671598
"CLDN1",0.33966309
"CLDN11",-0.06610822
"CLDN12",-0.23774607
"CLDN15",0.46239462
"CLDN3",4.95646178
"CLDN5",-0.61189079
"CLDN7",1.74705215
"CLDND1",0.32853585
"CLEC11A",0.55858329
"CLEC14A",-0.20138392
"CLEC16A",-0.0472154
"CLEC1A",-0.75963031
"CLEC2B",0.95337428
"CLEC2D",-0.24566505
"CLEC3B",7.59616123
"CLEC4GP1",-0.18183031
"CLGN",-0.37052917
"CLHC1",0.0679328
"CLIC1",-0.16711551
"CLIC2",0.1174198
"CLIC4",0.19537904
"CLINT1",0.20596003
"CLIP1",0.06884491
"CLIP2",0.03774175
"CLIP4",-0.07719902
"CLK1",0.95251331
"CLK2",0.69243743
"CLK2P",1.0560818
"CLK3",0.48504013
"CLK4",0.21668775
"CLMN",0.49700858
"CLMP",-0.93887466
"CLN3",-0.09065416
"CLN5",0.30015488
